term,tagging_id,frequency_in_corpus,family,genus,species
companion,5536,2836,conflict,chaos-and-conflict,gameplay/combat/spellcasting
compete,5734,469,conflict,chaos-and-conflict,competition-cooperation
competition,1732,421,conflict,chaos-and-conflict,warfare/primal
competition,1790,421,conflict,chaos-and-conflict,warfare
competition,1860,421,conflict,chaos-and-conflict,tyrants-and-rebels
complete,5709,2996,conflict,action/social-verbs,deeds-and-achievements
complication,586,2942,conflict,chaos-and-conflict,problems
component,5519,4387,conflict,chaos-and-conflict,gameplay/combat/spellcasting
compulsion,1916,279,conflict,chaos-and-conflict,pandemonium
conceal,5648,1228,conflict,chaos-and-conflict,gameplay/combat/defense
condition,588,5054,conflict,chaos-and-conflict,problems
confidence,5218,294,conflict,hook/virtues,virtues/courage
conflict,337,2875,conflict,chaos-and-conflict,calamity/societal-collapse
conflict,1754,2875,conflict,chaos-and-conflict,warfare
conflict,1820,2875,conflict,chaos-and-conflict,tyrants-and-rebels
confront,5746,666,conflict,chaos-and-conflict,conflict/the-hunt
confrontation,6202,260,conflict,chaos-and-conflict,social-conflict
conquest,326,468,conflict,chaos-and-conflict,calamity/societal-collapse
conquest,1803,468,conflict,chaos-and-conflict,warfare
conquest,1873,468,conflict,chaos-and-conflict,tyrants-and-rebels
consequence,595,2037,conflict,chaos-and-conflict,problems
constrict,4778,193,conflict,adventure/hazard,primal-rage/animal
contest,5493,1943,conflict,chaos-and-conflict,gameplay/clash
contingent,4413,110,conflict,chaos-and-conflict,group/military
continue,5715,2852,conflict,chaos-and-conflict,deeds-and-achievements
contradict,2833,105,conflict,chaos-and-conflict,law-and-order
controller,4130,404,conflict,chaos-and-conflict,enemy/combat-role
cooperate,5735,311,conflict,chaos-and-conflict,competition-cooperation
coordination,4798,115,conflict,chaos-and-conflict,player-fantasy/tactician
counter,5425,902,conflict,chaos-and-conflict,verb/negate
counteract,5421,496,conflict,chaos-and-conflict,verb/negate
counterattack,4795,116,conflict,chaos-and-conflict,player-fantasy/tactician
countermeasure,253,168,conflict,chaos-and-conflict,verb/negate
courage,5220,473,conflict,hook/virtues,virtues/courage
cover,5644,7128,conflict,chaos-and-conflict,gameplay/combat/defense
crime,4527,2102,conflict,chaos-and-conflict,law-and-order
criminal,4528,1821,conflict,chaos-and-conflict,law-and-order
crisis,4752,459,conflict,chaos-and-conflict,calamity
cruel,2031,804,conflict,chaos-and-conflict,primal-rage
crusade,1795,276,conflict,chaos-and-conflict,warfare
crusade,1865,276,conflict,chaos-and-conflict,tyrants-and-rebels
crush,3520,1315,conflict,chaos-and-conflict,verb/destroy
danger,590,3481,conflict,chaos-and-conflict,problems
dangerous,3750,3917,conflict,chaos-and-conflict,threat/level
deadly,3753,1809,conflict,chaos-and-conflict,threat/level
debate,6192,352,conflict,chaos-and-conflict,social-conflict
decisive,1802,220,conflict,chaos-and-conflict,warfare
decisive,1872,220,conflict,chaos-and-conflict,tyrants-and-rebels
decline,1882,259,conflict,chaos-and-conflict,civilization
dedicate,5704,1181,conflict,chaos-and-conflict,deeds-and-achievements
dedication,5542,569,conflict,chaos-and-conflict,gameplay/combat/spellcasting
defender,5496,1523,conflict,chaos-and-conflict,gameplay/clash
defends,5056,170,conflict,chaos-and-conflict,outsider-threat
defense,5646,6467,conflict,chaos-and-conflict,gameplay/combat/defense
defy,4264,283,conflict,chaos-and-conflict,verb/deny-prevent
delegation,4899,101,conflict,chaos-and-conflict,social-conflict
demoralize,5078,173,conflict,chaos-and-conflict,outsider-threat
deny,4262,438,conflict,chaos-and-conflict,verb/deny-prevent
despise,4954,194,conflict,chaos-and-conflict,tyrants-and-rebels
destruction,339,1486,conflict,chaos-and-conflict,calamity/societal-collapse
destruction,1757,1486,conflict,chaos-and-conflict,warfare
destruction,1823,1486,conflict,chaos-and-conflict,tyrants-and-rebels
destructive,3806,498,conflict,chaos-and-conflict,calamity/unleash-havoc
detachment,4412,141,conflict,chaos-and-conflict,group/military
determination,5219,276,conflict,chaos-and-conflict,virtues/courage
devastate,3808,464,conflict,chaos-and-conflict,calamity/unleash-havoc
devastation,1691,232,conflict,chaos-and-conflict,pandemonium
devote,5705,862,conflict,chaos-and-conflict,deeds-and-achievements
devour,2020,605,conflict,chaos-and-conflict,primal-rage
difficult,6382,3568,conflict,chaos-and-conflict,challenge
difficulty,598,2158,conflict,chaos-and-conflict,problems
dire,2035,791,conflict,chaos-and-conflict,primal-rage
direct,5722,2456,conflict,chaos-and-conflict,competition-cooperation
directly,5723,2058,conflict,chaos-and-conflict,competition-cooperation
disagreement,4896,110,conflict,chaos-and-conflict,social-conflict
disappearance,4759,222,conflict,chaos-and-conflict,calamity
disaster,341,928,conflict,chaos-and-conflict,calamity/societal-collapse
disaster,1768,928,conflict,chaos-and-conflict,warfare
disaster,1835,928,conflict,chaos-and-conflict,tyrants-and-rebels
displace,5064,179,conflict,chaos-and-conflict,outsider-threat
dispute,6191,417,conflict,chaos-and-conflict,social-conflict
disrupt,5426,561,conflict,chaos-and-conflict,verb/negate
disturbance,5082,210,conflict,chaos-and-conflict,outsider-threat
divide,5761,1680,conflict,transformation,verb/divide
dodge,5512,1315,conflict,chaos-and-conflict,gameplay/combat/ranged-or-melee
dominance,4910,205,conflict,chaos-and-conflict,domination
domination,4911,169,conflict,chaos-and-conflict,domination
dominion,1701,313,conflict,chaos-and-conflict,pandemonium
drawbridge,2435,139,conflict,chaos-and-conflict,fortification
dual,2752,290,conflict,chaos-and-conflict,gameplay/combat/martial-arts
duel,6173,735,conflict,chaos-and-conflict,social-conflict
duelist,2774,232,conflict,chaos-and-conflict,gameplay/combat/martial-arts
durability,2759,132,conflict,chaos-and-conflict,gameplay/combat/martial-arts
duration,5518,6449,conflict,chaos-and-conflict,gameplay/combat/spellcasting
easy,6377,4170,conflict,chaos-and-conflict,challenge
effect,587,25760,conflict,chaos-and-conflict,problems
efficiency,4797,153,conflict,chaos-and-conflict,player-fantasy/tactician
eliminate,4255,548,conflict,chaos-and-conflict,verb/deny-prevent
elite,4120,1260,conflict,chaos-and-conflict,enemy/hierarchy
elite,4124,1260,conflict,chaos-and-conflict,enemy/combat-role
embarrass,4936,114,conflict,chaos-and-conflict,social-conflict
endure,3760,867,conflict,chaos-and-conflict,vulnerability
enemy,5505,13008,conflict,chaos-and-conflict,friend-or-foe
enforce,4532,417,conflict,chaos-and-conflict,law-and-order
enforcement,4529,380,conflict,chaos-and-conflict,law-and-order
engage,5703,1773,conflict,chaos-and-conflict,deeds-and-achievements
engages,4273,106,conflict,chaos-and-conflict,social-conflict/negotiation
enhancement,5538,1090,conflict,chaos-and-conflict,gameplay/combat/spellcasting
enrage,5079,253,conflict,chaos-and-conflict,outsider-threat
ensnare,4788,126,conflict,chaos-and-conflict,player-fantasy/tactician
error,4758,241,conflict,chaos-and-conflict,calamity
escalate,4753,187,conflict,chaos-and-conflict,calamity
execute,4260,331,conflict,chaos-and-conflict,verb/deny-prevent
exodus,4769,105,conflict,chaos-and-conflict,calamity
expansion,1883,323,conflict,chaos-and-conflict,civilization
expend,5535,1766,conflict,chaos-and-conflict,gameplay/combat/spellcasting
explosive,573,580,conflict,chaos-and-conflict,firearm
expose,3763,978,conflict,chaos-and-conflict,vulnerability
exterminate,1721,104,conflict,chaos-and-conflict,pandemonium
famine,4760,155,conflict,chaos-and-conflict,calamity
fanatic,1630,236,conflict,chaos-and-conflict,tyrants-and-rebels
fanatical,1616,145,conflict,chaos-and-conflict,tyrants-and-rebels
fearful,4961,172,conflict,chaos-and-conflict,tyrants-and-rebels
fearless,2014,171,conflict,chaos-and-conflict,primal-rage
fearsome,2028,435,conflict,chaos-and-conflict,primal-rage
ferocious,2015,241,conflict,chaos-and-conflict,primal-rage
ferocity,5222,276,conflict,chaos-and-conflict,virtues/courage
fertility,5225,155,conflict,hook/virtues-and-sins,virtues/feminine
feud,1728,251,conflict,chaos-and-conflict,warfare/primal
feud,1777,251,conflict,chaos-and-conflict,warfare
feud,1844,251,conflict,chaos-and-conflict,tyrants-and-rebels
field,3970,3303,conflict,chaos-and-conflict,warfare/theater-of-operations
fight,5491,10370,conflict,chaos-and-conflict,gameplay/clash
finish,5711,1854,conflict,action/social-verbs,deeds-and-achievements
firearm,214,434,conflict,chaos-and-conflict,firearm
firebrand,1631,278,conflict,chaos-and-conflict,tyrants-and-rebels
ﬁrst,4743,265,conflict,chaos-and-conflict,tourney
flock,5045,268,conflict,chaos-and-conflict,outsider-threat
flurry,1789,253,conflict,chaos-and-conflict,warfare
flurry,1859,253,conflict,chaos-and-conflict,tyrants-and-rebels
foe,5502,6382,conflict,chaos-and-conflict,friend-or-foe
foil,4261,205,conflict,chaos-and-conflict,verb/deny-prevent
force,1744,11299,conflict,chaos-and-conflict,warfare/armies
force,1747,11299,conflict,chaos-and-conflict,warfare
force,1813,11299,conflict,chaos-and-conflict,tyrants-and-rebels
forceful,2754,217,conflict,chaos-and-conflict,gameplay/combat/martial-arts
forfeit,2827,109,conflict,chaos-and-conflict,law-and-order
forgo,2817,109,conflict,chaos-and-conflict,law-and-order
formidable,3751,613,conflict,chaos-and-conflict,threat/level
fortification,3130,322,conflict,chaos-and-conflict,fortification
fortify,3129,506,conflict,chaos-and-conflict,fortification
fortunate,4959,137,conflict,chaos-and-conflict,tyrants-and-rebels
fray,1734,316,conflict,chaos-and-conflict,warfare/primal
fray,1774,316,conflict,chaos-and-conflict,warfare
fray,1841,316,conflict,chaos-and-conflict,tyrants-and-rebels
frenzy,1736,481,conflict,chaos-and-conflict,warfare/primal
frenzy,1773,481,conflict,chaos-and-conflict,warfare
frenzy,1840,481,conflict,chaos-and-conflict,tyrants-and-rebels
friend,5504,3726,conflict,chaos-and-conflict,friend-or-foe
friendly,5728,1609,conflict,chaos-and-conflict,competition-cooperation
friendship,5733,496,conflict,hook/virtues-and-sins,competition-cooperation
fulfill,5717,490,conflict,action/social-verbs,deeds-and-achievements
furious,4779,207,conflict,chaos-and-conflict,primal-rage/animal
fury,5228,802,conflict,chaos-and-conflict,virtues/nemesis
garrison,3131,459,conflict,chaos-and-conflict,fortification
gatehouse,2443,185,conflict,chaos-and-conflict,fortification
gauntlet,1741,770,conflict,,warfare/primal
gauntlet,1753,770,conflict,,warfare
gauntlet,1819,770,conflict,,tyrants-and-rebels
gore,4781,203,conflict,chaos-and-conflict,primal-rage/animal
grace,5223,602,conflict,hook/virtues,virtues/feminine
grenade,580,513,conflict,chaos-and-conflict,firearm
grudge,1730,268,conflict,chaos-and-conflict,warfare/primal
grudge,1779,268,conflict,chaos-and-conflict,warfare
grudge,1846,268,conflict,chaos-and-conflict,tyrants-and-rebels
guaranteed,2824,120,conflict,chaos-and-conflict,law-and-order
guard,4107,7039,conflict,chaos-and-conflict,dungeon/guard
guardian,4121,1774,conflict,chaos-and-conflict,enemy/hierarchy
guardian,4125,1774,conflict,chaos-and-conflict,enemy/combat-role
gun,57,1596,conflict,chaos-and-conflict,firearm
hamper,5418,197,conflict,chaos-and-conflict,verb/negate
